,age,risk,horizon,capital,equity,mf,cash,goal_preservation,goal_retirement,goal_short_term,goal_wealth
1060,33,2,6,21911,82.19,10.96,6.85,False,False,False,True
1061,25,2,3,28906,75.0,20.0,5.0,True,False,False,False
1062,19,1,5,26363,83.22,9.79,6.99,False,False,False,True
1063,25,0,3,17836,40.0,50.0,10.0,False,False,False,False
1064,18,0,4,28067,33.33,44.44,22.22,False,False,True,False
1065,21,1,4,37809,62.5,32.29,5.21,False,False,False,False
1066,29,1,3,21979,51.0,34.0,15.0,True,False,False,False
1067,22,2,9,29343,85.0,10.0,5.0,False,True,False,False
1068,19,2,5,29459,82.26,9.68,8.06,False,False,False,True
1069,27,0,6,24617,48.0,37.0,15.0,False,True,False,False
1070,27,0,4,34065,29.47,49.47,21.05,True,False,False,False
1071,19,0,7,15934,33.33,44.44,22.22,False,False,True,False
1072,24,0,8,25850,51.0,34.0,15.0,False,True,False,False
1073,26,2,3,30677,69.0,21.0,10.0,False,False,True,False
1074,21,2,5,26387,69.77,24.42,5.81,False,False,False,False
1075,24,0,5,25848,41.0,49.0,10.0,False,False,False,False
1076,31,2,4,36833,83.22,9.85,6.93,False,False,False,True
1077,23,2,4,29045,68.18,26.14,5.68,False,False,False,False
1078,27,0,3,18636,38.0,52.0,10.0,False,False,False,False
1079,18,2,4,15074,70.59,17.65,11.76,False,False,True,False
1080,19,2,3,15456,77.75,17.28,4.97,False,False,False,False
1081,31,0,5,51875,59.0,31.0,10.0,False,False,False,True
1082,27,1,5,26331,68.97,25.29,5.75,False,True,False,False
1083,31,1,6,18769,44.0,36.0,20.0,False,False,True,False
1084,20,1,6,16492,60.0,25.0,15.0,True,False,False,False
1085,30,2,5,22548,83.22,9.79,6.99,False,False,False,True
1086,21,2,3,20101,85.0,10.0,5.0,False,True,False,False
1087,32,1,6,12572,65.22,29.35,5.43,False,True,False,False
1088,30,1,7,31636,70.0,25.0,5.0,False,True,False,False
1089,30,1,6,30002,45.0,35.0,20.0,False,False,True,False
1090,20,1,6,14646,63.16,31.58,5.26,False,False,False,False
1091,22,1,4,23783,73.17,20.73,6.1,False,True,False,False
1092,23,1,7,29064,57.0,28.0,15.0,True,False,False,False
1093,25,2,4,20164,66.67,27.78,5.56,False,False,False,False
1094,25,2,5,10740,66.67,22.22,11.11,False,False,True,False
1095,18,1,3,40898,66.51,28.5,4.99,False,False,False,False
1096,24,1,3,32010,62.71,32.3,4.99,False,False,False,False
1097,20,2,6,39269,70.59,23.53,5.88,False,False,False,False
1098,26,1,6,14874,59.38,35.63,5.0,False,False,False,False
1099,29,2,6,20905,83.13,9.78,7.09,False,False,False,True
1100,30,2,3,33588,65.0,25.0,10.0,False,False,True,False
1101,24,2,4,24232,82.67,9.73,7.6,False,False,False,True
1102,24,2,6,39326,67.42,21.35,11.24,False,False,True,False
1103,28,2,4,23434,64.52,30.11,5.38,False,False,False,False
1104,29,0,6,14483,27.37,51.58,21.05,True,False,False,False
1105,21,2,5,28656,74.07,19.75,6.17,True,False,False,False
1106,24,2,3,19852,76.0,19.0,5.0,True,False,False,False
1107,28,0,3,24539,62.0,28.0,10.0,False,False,False,True
1108,22,2,8,20564,73.0,17.0,10.0,False,False,True,False
1109,24,2,6,24064,71.43,22.62,5.95,True,False,False,False
1110,28,1,3,16039,52.0,33.0,15.0,True,False,False,False
1111,23,2,5,51673,82.19,10.96,6.85,False,True,False,False
1112,27,0,5,9956,48.0,37.0,15.0,False,True,False,False
1113,27,2,8,17649,85.0,10.0,5.0,False,False,False,True
1114,23,2,3,36548,85.0,10.0,5.0,False,False,False,True
1115,27,2,3,21479,71.71,23.33,4.97,False,False,False,False
1116,29,2,3,69645,82.35,12.67,4.98,False,True,False,False
1117,18,1,5,17119,55.0,25.0,20.0,False,False,True,False
1118,26,2,8,18571,74.0,21.0,5.0,True,False,False,False
1119,28,0,6,28328,24.44,53.33,22.22,False,False,True,False
1120,24,0,5,33537,51.0,34.0,15.0,False,True,False,False
1121,22,0,3,28640,31.11,46.67,22.22,False,False,True,False
1122,27,2,7,30757,71.71,23.33,4.97,False,False,False,False
1123,24,1,3,15557,85.0,10.0,5.0,False,False,False,True
1124,25,0,7,60417,31.58,47.37,21.05,True,False,False,False
1125,24,0,5,31076,51.0,34.0,15.0,False,True,False,False
1126,28,1,3,24780,47.0,33.0,20.0,False,False,True,False
1127,25,2,4,35014,70.59,23.53,5.88,True,False,False,False
1128,33,2,8,35872,67.0,28.0,5.0,True,False,False,False
1129,26,2,3,49724,85.0,10.0,5.0,False,True,False,False
1130,27,1,7,33719,73.0,22.0,5.0,False,True,False,False
1131,20,2,3,13668,80.0,15.0,5.0,True,False,False,False
1132,18,2,8,19557,75.0,15.0,10.0,False,False,True,False
1133,20,1,8,20735,55.0,25.0,20.0,False,False,True,False
1134,25,0,4,30865,27.78,50.0,22.22,False,False,True,False
1135,25,2,5,31304,70.59,23.53,5.88,True,False,False,False
1136,25,1,6,22909,70.59,23.53,5.88,False,True,False,False
1137,24,0,4,15265,28.89,48.89,22.22,False,False,True,False
1138,27,1,3,29126,48.0,32.0,20.0,False,False,True,False
1139,19,2,5,45649,70.59,17.65,11.76,False,False,True,False
1140,26,2,5,23135,78.95,14.47,6.58,False,True,False,False
1141,27,0,7,21071,48.0,37.0,15.0,False,True,False,False
1142,26,0,5,24624,49.0,36.0,15.0,False,True,False,False
1143,30,2,4,20897,83.22,9.79,6.99,False,False,False,True
1144,29,1,3,22770,81.71,13.3,4.99,False,False,False,True
1145,26,1,7,20512,49.0,31.0,20.0,False,False,True,False
1146,28,2,8,15247,70.84,24.19,4.97,False,False,False,False
1147,27,0,3,26121,48.0,37.0,15.0,False,True,False,False
1148,23,2,3,20073,77.0,18.0,5.0,True,False,False,False
1149,29,0,3,39537,36.0,54.0,10.0,False,False,False,False
1150,23,0,5,25306,42.0,48.0,10.0,False,False,False,False
1151,18,2,4,14447,70.59,17.65,11.76,False,False,True,False
1152,27,0,3,23627,25.56,52.22,22.22,False,False,True,False
1153,29,2,3,22099,82.35,12.67,4.98,False,True,False,False
1154,25,2,4,27220,66.67,27.78,5.56,False,False,False,False
1155,29,0,3,22209,23.33,54.44,22.22,False,False,True,False
1156,21,0,4,41449,54.0,31.0,15.0,False,True,False,False
1157,18,1,7,32423,55.0,25.0,20.0,False,False,True,False
1158,20,2,7,22481,85.0,10.0,5.0,False,True,False,False
1159,26,1,5,24525,59.38,35.63,5.0,False,False,False,False
1160,26,2,4,23584,78.95,14.47,6.58,False,True,False,False
1161,22,2,5,24536,82.47,9.7,7.82,False,False,False,True
1162,23,0,4,24699,30.0,47.78,22.22,False,False,True,False
1163,21,1,3,34258,54.0,26.0,20.0,False,False,True,False
1164,23,2,5,24121,82.19,10.96,6.85,False,True,False,False
1165,24,1,8,21420,76.0,19.0,5.0,False,True,False,False
1166,22,2,6,20239,68.97,19.54,11.49,False,False,True,False
1167,25,2,3,16568,70.0,20.0,10.0,False,False,True,False
1168,27,1,7,18750,53.0,32.0,15.0,True,False,False,False
1169,30,2,4,31665,63.16,26.32,10.53,False,False,True,False
1170,24,2,3,20376,85.0,10.0,5.0,False,False,False,True
1171,24,2,3,20371,74.3,20.73,4.97,False,False,False,False
1172,28,1,6,21295,68.18,26.14,5.68,False,True,False,False
1173,20,0,3,16977,45.0,45.0,10.0,False,False,False,False
1174,20,0,6,21022,45.0,45.0,10.0,False,False,False,False
1175,19,0,5,21913,66.67,22.22,11.11,False,False,False,True
1176,24,2,6,21821,82.67,9.73,7.6,False,False,False,True
1177,23,1,3,33539,77.0,18.0,5.0,False,True,False,False
1178,23,2,3,21354,85.0,10.0,5.0,False,False,False,True
1179,31,2,3,25886,64.0,26.0,10.0,False,False,True,False
1180,22,2,5,18440,83.1,9.97,6.93,False,True,False,False
1181,24,2,5,23924,81.08,12.16,6.76,False,True,False,False
1182,22,0,4,33352,65.22,23.91,10.87,False,False,False,True
1183,21,0,7,27064,69.0,21.0,10.0,False,False,False,True
1184,31,1,4,24942,44.0,36.0,20.0,False,False,True,False
1185,22,0,5,20317,65.22,23.91,10.87,False,False,False,True
1186,29,2,3,38137,82.35,12.67,4.98,False,True,False,False
1187,28,1,4,43055,58.17,36.84,4.99,False,False,False,False
1188,22,1,4,19024,73.17,20.73,6.1,False,True,False,False
1189,27,2,5,19115,82.96,9.76,7.28,False,False,False,True
1190,20,1,4,42885,83.22,9.79,6.99,False,False,False,True
1191,28,2,3,20231,83.26,11.76,4.98,False,True,False,False
1192,24,1,7,19374,76.0,19.0,5.0,False,True,False,False
1193,22,1,5,26584,53.0,27.0,20.0,False,False,True,False
1194,21,0,3,17258,32.22,45.56,22.22,False,False,True,False
1195,26,2,5,24321,65.93,28.57,5.49,False,False,False,False
1196,23,1,3,33899,52.0,28.0,20.0,False,False,True,False
1197,29,0,4,40715,27.37,51.58,21.05,True,False,False,False
1198,25,2,5,20647,70.59,23.53,5.88,True,False,False,False
1199,33,1,7,31550,47.0,38.0,15.0,True,False,False,False
1200,19,1,8,29957,66.51,28.5,4.99,False,False,False,False
1201,30,0,4,13238,22.22,55.56,22.22,False,False,True,False
1202,24,0,3,13488,32.63,46.32,21.05,True,False,False,False
1203,25,0,6,39527,50.0,35.0,15.0,False,True,False,False
1204,20,0,7,21387,70.0,20.0,10.0,False,False,False,True
1205,22,2,3,33076,85.0,10.0,5.0,False,False,False,True
1206,25,0,3,23778,27.78,50.0,22.22,False,False,True,False
1207,22,2,6,22852,73.17,20.73,6.1,True,False,False,False
1208,18,2,5,30180,75.0,18.75,6.25,True,False,False,False
1209,19,0,6,20154,66.67,22.22,11.11,False,False,False,True
1210,20,2,4,38193,82.26,9.68,8.06,False,False,False,True
1211,20,2,4,21679,70.59,23.53,5.88,False,False,False,False
1212,23,2,5,16635,68.18,20.45,11.36,False,False,True,False
1213,24,2,5,23485,67.42,26.97,5.62,False,False,False,False
1214,23,1,5,30529,72.29,21.69,6.02,False,True,False,False
1215,26,1,4,39377,59.38,35.63,5.0,False,False,False,False
1216,23,1,10,24670,57.0,28.0,15.0,True,False,False,False
1217,26,1,6,21106,54.0,31.0,15.0,True,False,False,False
1218,22,1,6,30749,61.86,32.99,5.15,False,False,False,False
1219,18,2,3,21150,77.75,17.28,4.97,False,False,False,False
1220,27,0,3,30394,48.0,37.0,15.0,False,True,False,False
1221,21,0,5,21610,44.0,46.0,10.0,False,False,False,False
1222,24,1,5,18364,51.0,29.0,20.0,False,False,True,False
1223,30,2,8,26325,81.45,13.57,4.98,False,True,False,False
1224,21,1,4,10366,59.0,26.0,15.0,True,False,False,False
1225,24,0,8,24389,28.89,48.89,22.22,False,False,True,False
1226,26,0,5,22304,30.53,48.42,21.05,True,False,False,False
1227,19,1,5,16529,60.0,25.0,15.0,True,False,False,False
1228,24,2,6,21929,71.43,22.62,5.95,True,False,False,False
1229,22,1,6,35700,73.17,20.73,6.1,False,True,False,False
1230,26,2,7,17395,85.0,10.0,5.0,False,True,False,False
1231,28,1,8,38765,52.0,33.0,15.0,True,False,False,False
1232,22,2,3,16631,73.0,17.0,10.0,False,False,True,False
1233,28,1,3,20550,47.0,33.0,20.0,False,False,True,False
1234,23,0,4,21063,33.68,45.26,21.05,True,False,False,False
1235,20,1,6,19935,83.22,9.79,6.99,False,False,False,True
1236,28,1,5,25563,52.0,33.0,15.0,True,False,False,False
1237,21,2,3,19793,74.0,16.0,10.0,False,False,True,False
1238,24,1,7,27272,76.0,19.0,5.0,False,True,False,False
1239,20,0,4,21214,45.0,45.0,10.0,False,False,False,False
1240,26,0,4,30984,30.53,48.42,21.05,True,False,False,False
1241,30,0,3,28158,35.0,55.0,10.0,False,False,False,False
1242,25,0,5,22093,27.78,50.0,22.22,False,False,True,False
1243,24,1,4,27290,71.43,22.62,5.95,False,True,False,False
1244,25,1,4,15277,70.59,23.53,5.88,False,True,False,False
1245,28,1,7,30423,52.0,33.0,15.0,True,False,False,False
1246,25,1,8,18826,61.76,33.25,4.99,False,False,False,False
1247,30,0,7,18061,60.0,30.0,10.0,False,False,False,True
1248,20,1,3,10298,55.0,25.0,20.0,False,False,True,False
1249,18,1,5,29632,75.0,18.75,6.25,False,True,False,False
1250,18,2,6,18833,83.22,9.79,6.99,False,True,False,False
1251,27,2,7,32296,84.16,10.86,4.98,False,True,False,False
1252,19,2,6,23795,75.0,18.75,6.25,True,False,False,False
1253,28,0,3,31251,62.0,28.0,10.0,False,False,False,True
1254,21,1,5,32231,62.5,32.29,5.21,False,False,False,False
1255,24,0,5,38051,32.63,46.32,21.05,True,False,False,False
1256,23,2,7,26793,72.0,18.0,10.0,False,False,True,False
1257,29,0,4,26995,23.33,54.44,22.22,False,False,True,False
1258,26,0,3,11253,49.0,36.0,15.0,False,True,False,False
1259,22,2,6,25980,68.97,19.54,11.49,False,False,True,False
1260,23,2,5,21916,68.18,20.45,11.36,False,False,True,False
1261,26,0,3,46786,26.67,51.11,22.22,False,False,True,False
1262,21,2,3,24814,79.0,16.0,5.0,True,False,False,False
1263,23,1,8,18546,52.0,28.0,20.0,False,False,True,False
1264,25,0,5,39119,31.58,47.37,21.05,True,False,False,False
1265,28,1,6,15226,52.0,33.0,15.0,True,False,False,False
1266,23,1,3,40609,85.0,10.0,5.0,False,False,False,True
1267,31,0,9,28132,34.0,56.0,10.0,False,False,False,False
1268,28,0,4,28629,24.44,53.33,22.22,False,False,True,False
1269,24,0,3,25061,66.0,24.0,10.0,False,False,False,True
1270,21,1,5,33615,54.0,26.0,20.0,False,False,True,False
1271,29,0,4,37368,27.37,51.58,21.05,True,False,False,False
1272,30,0,6,17596,60.0,30.0,10.0,False,False,False,True
1273,24,2,6,22679,67.42,21.35,11.24,False,False,True,False
1274,28,1,8,27990,47.0,33.0,20.0,False,False,True,False
1275,25,2,4,14281,66.67,27.78,5.56,False,False,False,False
1276,18,0,8,18609,70.0,20.0,10.0,False,False,False,True
1277,27,0,8,20469,48.0,37.0,15.0,False,True,False,False
1278,23,1,3,21696,57.0,28.0,15.0,True,False,False,False
1279,27,2,4,26847,82.96,9.76,7.28,False,False,False,True
1280,24,0,3,43379,32.63,46.32,21.05,True,False,False,False
1281,21,1,5,21952,83.22,9.85,6.93,False,False,False,True
1282,26,0,3,44470,39.0,51.0,10.0,False,False,False,False
1283,22,0,3,8249,34.74,44.21,21.05,True,False,False,False
1284,21,0,3,24873,69.0,21.0,10.0,False,False,False,True
1285,30,2,4,34656,63.16,26.32,10.53,False,False,True,False
1286,24,0,3,25740,41.0,49.0,10.0,False,False,False,False
1287,25,2,5,27830,70.59,23.53,5.88,True,False,False,False
1288,37,2,3,16978,84.63,10.39,4.98,False,False,False,True
1289,30,2,6,28306,75.0,18.75,6.25,False,True,False,False
1290,25,0,3,37881,31.58,47.37,21.05,True,False,False,False
1291,32,1,4,21397,43.0,37.0,20.0,False,False,True,False
1292,24,1,4,31494,56.0,29.0,15.0,True,False,False,False
1293,24,0,3,23442,28.89,48.89,22.22,False,False,True,False
1294,23,2,3,40486,72.0,18.0,10.0,False,False,True,False
1295,25,1,6,27964,55.0,30.0,15.0,True,False,False,False
1296,24,2,3,17187,85.0,10.0,5.0,False,True,False,False
1297,27,1,7,17607,53.0,32.0,15.0,True,False,False,False
1298,27,1,3,17256,83.61,11.4,4.99,False,False,False,True
1299,25,2,3,35262,73.43,21.6,4.97,False,False,False,False
1300,29,1,3,34895,71.0,24.0,5.0,False,True,False,False
1301,25,2,8,22275,85.0,10.0,5.0,False,True,False,False
1302,26,2,3,33650,69.0,21.0,10.0,False,False,True,False
1303,25,1,3,38716,55.0,30.0,15.0,True,False,False,False
1304,22,0,5,36833,53.0,32.0,15.0,False,True,False,False
1305,24,0,4,44015,41.0,49.0,10.0,False,False,False,False
1306,26,1,4,16640,59.38,35.63,5.0,False,False,False,False
1307,29,1,6,28440,46.0,34.0,20.0,False,False,True,False
1308,18,1,4,21102,83.22,9.79,6.99,False,False,False,True
1309,21,0,7,46593,69.0,21.0,10.0,False,False,False,True
1310,27,1,4,21904,77.92,15.58,6.49,False,False,False,True
1311,19,1,5,26411,75.0,18.75,6.25,False,True,False,False
1312,24,1,3,14852,85.0,10.0,5.0,False,False,False,True
1313,26,0,3,26162,64.0,26.0,10.0,False,False,False,True
1314,25,0,4,29671,50.0,35.0,15.0,False,True,False,False
1315,30,2,6,19654,63.16,26.32,10.53,False,False,True,False
1316,26,0,7,24492,49.0,36.0,15.0,False,True,False,False
1317,23,2,4,19221,82.19,10.96,6.85,False,True,False,False
1318,23,2,5,23581,82.19,10.96,6.85,False,True,False,False
1319,22,2,6,28211,68.97,19.54,11.49,False,False,True,False
1320,26,0,4,40395,49.0,36.0,15.0,False,True,False,False
1321,22,0,6,20994,53.0,32.0,15.0,False,True,False,False
1322,29,1,4,21174,51.0,34.0,15.0,True,False,False,False
1323,18,1,3,29500,55.0,25.0,20.0,False,False,True,False
1324,25,2,3,18178,75.0,20.0,5.0,True,False,False,False
1325,21,0,3,23905,32.22,45.56,22.22,False,False,True,False
1326,25,1,3,23034,55.0,30.0,15.0,True,False,False,False
1327,29,1,4,30293,75.95,17.72,6.33,False,False,False,True
1328,23,2,3,27976,85.0,10.0,5.0,False,False,False,True
1329,18,1,4,48417,83.22,9.79,6.99,False,False,False,True
1330,24,1,6,26880,81.08,12.16,6.76,False,False,False,True
1331,26,1,3,19098,74.0,21.0,5.0,False,True,False,False
1332,19,2,4,21803,70.59,23.53,5.88,False,False,False,False
1333,28,0,6,16276,37.0,53.0,10.0,False,False,False,False
1334,24,0,9,19018,41.0,49.0,10.0,False,False,False,False
1335,24,2,6,21106,67.42,21.35,11.24,False,False,True,False
1336,22,0,4,20348,34.74,44.21,21.05,True,False,False,False
1337,25,2,3,28499,85.0,10.0,5.0,False,True,False,False
1338,25,2,4,65285,70.59,23.53,5.88,True,False,False,False
1339,32,1,5,40436,73.17,20.73,6.1,False,False,False,True
1340,26,1,3,31056,54.0,31.0,15.0,True,False,False,False
1341,28,0,3,9947,37.0,53.0,10.0,False,False,False,False
1342,24,0,3,22097,28.89,48.89,22.22,False,False,True,False
1343,29,1,5,19913,67.42,26.97,5.62,False,True,False,False
1344,21,2,4,24362,69.77,24.42,5.81,False,False,False,False
1345,28,1,7,17610,47.0,33.0,20.0,False,False,True,False
1346,25,0,3,27055,40.0,50.0,10.0,False,False,False,False
1347,18,0,6,16155,45.0,45.0,10.0,False,False,False,False
1348,22,2,6,31949,82.47,9.7,7.82,False,False,False,True
1349,22,1,4,26087,73.17,20.73,6.1,False,True,False,False
1350,19,0,6,23647,33.33,44.44,22.22,False,False,True,False
1351,20,2,4,28909,83.22,9.79,6.99,False,True,False,False
1352,26,2,7,14906,85.0,10.0,5.0,False,True,False,False
1353,25,1,5,17611,55.0,30.0,15.0,True,False,False,False
1354,22,0,3,32786,31.11,46.67,22.22,False,False,True,False
1355,21,1,5,19185,59.0,26.0,15.0,True,False,False,False
1356,24,1,4,20862,60.61,34.34,5.05,False,False,False,False
1357,30,1,4,19674,66.67,27.78,5.56,False,True,False,False
1358,25,0,5,33381,40.0,50.0,10.0,False,False,False,False
1359,24,2,3,38726,85.0,10.0,5.0,False,False,False,True
1360,26,2,5,14435,65.93,28.57,5.49,False,False,False,False
1361,30,0,3,28739,26.32,52.63,21.05,True,False,False,False
1362,24,1,4,35335,51.0,29.0,20.0,False,False,True,False
1363,27,2,5,20473,65.22,29.35,5.43,False,False,False,False
1364,26,1,7,21452,74.0,21.0,5.0,False,True,False,False
1365,18,0,5,27090,66.67,22.22,11.11,False,False,False,True
1366,18,2,8,31238,85.0,10.0,5.0,False,False,False,True
1367,24,0,5,29438,51.0,34.0,15.0,False,True,False,False
1368,24,0,7,45706,66.0,24.0,10.0,False,False,False,True
1369,22,2,6,31073,73.17,20.73,6.1,True,False,False,False
1370,25,2,4,14977,66.67,22.22,11.11,False,False,True,False
1371,25,2,6,38685,82.77,9.74,7.49,False,False,False,True
1372,28,2,3,34421,83.26,11.76,4.98,False,True,False,False
1373,27,1,5,28084,68.97,25.29,5.75,False,True,False,False
1374,25,0,4,19776,50.0,35.0,15.0,False,True,False,False
1375,23,2,7,14826,75.16,19.87,4.97,False,False,False,False
1376,31,1,5,19159,49.0,36.0,15.0,True,False,False,False
1377,25,2,10,13320,75.0,20.0,5.0,True,False,False,False
1378,27,1,3,30869,83.61,11.4,4.99,False,False,False,True
1379,34,0,3,40569,31.0,59.0,10.0,False,False,False,False
1380,22,0,6,16131,65.22,23.91,10.87,False,False,False,True
1381,24,2,3,18508,85.0,10.0,5.0,False,True,False,False
1382,29,1,3,27694,57.96,37.05,4.99,False,False,False,False
1383,21,1,4,29285,74.07,19.75,6.17,False,True,False,False
1384,22,0,7,32147,43.0,47.0,10.0,False,False,False,False
1385,19,0,3,21693,45.0,45.0,10.0,False,False,False,False
1386,22,2,7,41191,76.03,19.01,4.97,False,False,False,False
1387,18,0,6,16374,55.0,30.0,15.0,False,True,False,False
1388,28,2,4,17550,76.92,16.67,6.41,False,True,False,False
1389,26,1,4,11770,59.38,35.63,5.0,False,False,False,False
1390,24,1,3,34848,51.0,29.0,20.0,False,False,True,False
1391,22,2,8,20246,78.0,17.0,5.0,True,False,False,False
1392,26,0,6,32355,39.0,51.0,10.0,False,False,False,False
1393,36,2,5,28320,62.5,32.29,5.21,True,False,False,False
1394,20,2,3,27940,77.75,17.28,4.97,False,False,False,False
1395,25,0,5,31658,27.78,50.0,22.22,False,False,True,False
1396,30,1,7,26421,50.0,35.0,15.0,True,False,False,False
1397,26,1,6,23992,59.38,35.63,5.0,False,False,False,False
1398,26,1,6,21837,78.95,14.47,6.58,False,False,False,True
1399,33,0,3,17536,32.0,58.0,10.0,False,False,False,False
1400,25,1,4,18096,70.59,23.53,5.88,False,True,False,False
1401,21,1,5,10580,62.5,32.29,5.21,False,False,False,False
1402,18,2,6,30676,70.59,17.65,11.76,False,False,True,False
1403,24,2,3,52135,85.0,10.0,5.0,False,True,False,False
1404,20,2,3,28479,85.0,10.0,5.0,False,False,False,True
1405,20,0,4,18713,45.0,45.0,10.0,False,False,False,False
1406,21,2,4,31850,82.37,9.69,7.94,False,False,False,True
1407,20,2,4,27056,82.26,9.68,8.06,False,False,False,True
1408,26,1,7,24917,54.0,31.0,15.0,True,False,False,False
1409,20,2,5,23731,82.26,9.68,8.06,False,False,False,True
1410,21,1,3,54028,54.0,26.0,20.0,False,False,True,False
1411,28,0,6,16689,47.0,38.0,15.0,False,True,False,False
1412,30,0,3,25978,22.22,55.56,22.22,False,False,True,False
1413,21,0,6,23481,32.22,45.56,22.22,False,False,True,False
1414,19,0,3,24441,33.33,44.44,22.22,False,False,True,False
1415,27,2,5,20936,65.22,29.35,5.43,False,False,False,False
1416,24,0,3,25810,28.89,48.89,22.22,False,False,True,False
1417,23,2,4,24845,68.18,20.45,11.36,False,False,True,False
1418,23,2,3,25021,75.16,19.87,4.97,False,False,False,False
1419,22,0,6,24007,34.74,44.21,21.05,True,False,False,False
1420,19,0,3,21417,45.0,45.0,10.0,False,False,False,False
1421,26,2,4,24985,82.87,9.75,7.39,False,False,False,True
1422,21,1,5,35635,59.0,26.0,15.0,True,False,False,False
1423,23,0,4,19512,42.0,48.0,10.0,False,False,False,False
1424,31,0,5,22582,21.11,56.67,22.22,False,False,True,False
1425,20,0,5,19467,55.0,30.0,15.0,False,True,False,False
1426,27,2,4,23224,65.22,23.91,10.87,False,False,True,False
1427,20,2,5,23657,83.22,9.79,6.99,False,True,False,False
1428,33,1,5,26619,64.52,30.11,5.38,False,True,False,False
1429,19,0,3,19296,70.0,20.0,10.0,False,False,False,True
1430,25,1,5,22133,80.0,13.33,6.67,False,False,False,True
1431,25,2,5,27524,80.0,13.33,6.67,False,True,False,False
1432,22,0,9,24682,68.0,22.0,10.0,False,False,False,True
1433,22,2,5,27699,73.17,20.73,6.1,True,False,False,False
1434,20,2,3,25799,85.0,10.0,5.0,False,True,False,False
1435,25,1,3,24310,75.0,20.0,5.0,False,True,False,False
1436,24,1,5,22648,56.0,29.0,15.0,True,False,False,False
1437,22,0,6,28988,31.11,46.67,22.22,False,False,True,False
1438,25,1,4,22488,60.0,35.0,5.0,False,False,False,False
1439,30,1,7,19824,70.0,25.0,5.0,False,True,False,False
1440,22,0,5,25563,53.0,32.0,15.0,False,True,False,False
1441,29,2,5,20298,75.95,17.72,6.33,False,True,False,False
1442,29,2,4,28416,75.95,17.72,6.33,False,True,False,False
1443,35,1,3,40852,40.0,40.0,20.0,False,False,True,False
1444,22,2,3,32391,85.0,10.0,5.0,False,True,False,False
1445,28,0,4,17789,47.0,38.0,15.0,False,True,False,False
1446,20,2,4,21695,70.59,17.65,11.76,False,False,True,False
1447,22,2,5,19764,68.97,25.29,5.75,False,False,False,False
1448,22,0,3,37303,68.0,22.0,10.0,False,False,False,True
1449,30,0,5,15267,35.0,55.0,10.0,False,False,False,False
1450,29,1,3,25995,81.71,13.3,4.99,False,False,False,True
1451,22,2,7,32392,76.03,19.01,4.97,False,False,False,False
1452,27,1,5,20458,53.0,32.0,15.0,True,False,False,False
1453,25,2,3,51941,85.0,10.0,5.0,False,True,False,False
1454,24,2,5,12482,71.43,22.62,5.95,True,False,False,False
1455,21,2,7,20716,85.0,10.0,5.0,False,False,False,True
1456,26,1,3,39608,49.0,31.0,20.0,False,False,True,False
1457,31,2,3,16185,68.25,26.78,4.97,False,False,False,False
1458,19,2,5,19701,75.0,18.75,6.25,True,False,False,False
1459,18,2,5,46312,82.26,9.68,8.06,False,False,False,True
1460,26,2,3,41110,74.0,21.0,5.0,True,False,False,False
1461,24,2,4,22306,71.43,22.62,5.95,True,False,False,False
1462,27,1,3,27461,83.61,11.4,4.99,False,False,False,True
1463,28,0,4,16735,28.42,50.53,21.05,True,False,False,False
1464,30,0,4,72517,45.0,40.0,15.0,False,True,False,False
1465,22,0,4,26511,34.74,44.21,21.05,True,False,False,False
1466,24,0,3,31212,32.63,46.32,21.05,True,False,False,False
1467,20,0,6,25867,36.84,42.11,21.05,True,False,False,False
1468,18,0,6,33833,55.0,30.0,15.0,False,True,False,False
1469,24,0,5,29303,41.0,49.0,10.0,False,False,False,False
1470,28,0,3,21843,24.44,53.33,22.22,False,False,True,False
1471,26,1,4,19829,49.0,31.0,20.0,False,False,True,False
1472,24,1,3,30497,62.71,32.3,4.99,False,False,False,False
1473,25,2,4,46491,66.67,27.78,5.56,False,False,False,False
1474,25,1,5,16599,70.59,23.53,5.88,False,True,False,False
1475,27,0,6,31568,48.0,37.0,15.0,False,True,False,False
1476,27,0,3,19333,63.0,27.0,10.0,False,False,False,True
1477,19,1,4,15842,83.22,9.79,6.99,False,False,False,True
1478,21,0,4,25172,35.79,43.16,21.05,True,False,False,False
1479,26,2,6,43754,69.77,24.42,5.81,True,False,False,False
1480,25,1,3,25088,61.76,33.25,4.99,False,False,False,False
1481,26,2,5,22895,78.95,14.47,6.58,False,True,False,False
1482,22,1,4,17867,73.17,20.73,6.1,False,True,False,False
1483,24,2,6,22048,71.43,22.62,5.95,True,False,False,False
1484,22,1,4,17887,73.17,20.73,6.1,False,True,False,False
1485,28,0,3,25009,37.0,53.0,10.0,False,False,False,False
1486,33,0,5,37396,57.0,33.0,10.0,False,False,False,True
1487,23,1,5,25417,61.22,33.67,5.1,False,False,False,False
1488,22,2,3,15600,73.0,17.0,10.0,False,False,True,False
1489,22,0,3,20840,53.0,32.0,15.0,False,True,False,False
1490,32,1,7,30643,68.0,27.0,5.0,False,True,False,False
1491,29,2,7,18161,66.0,24.0,10.0,False,False,True,False
1492,27,2,5,17609,65.22,23.91,10.87,False,False,True,False
1493,18,0,5,21863,55.0,30.0,15.0,False,True,False,False
1494,24,0,6,36155,32.63,46.32,21.05,True,False,False,False
