age,risk,goal,horizon,capital,equity,mf,cash
24,medium,preservation,6,19847,56.0,29.0,15.0
26,low,short_term,4,8269,26.67,51.11,22.22
36,low,short_term,3,21353,15.56,62.22,22.22
20,high,income,5,29829,70.59,23.53,5.88
21,medium,retirement,8,26882,79.0,16.0,5.0
24,medium,income,3,26910,62.71,32.3,4.99
26,low,income,5,35573,39.0,51.0,10.0
27,high,income,6,33801,65.22,29.35,5.43
32,medium,retirement,6,20607,65.22,29.35,5.43
24,medium,preservation,3,40041,56.0,29.0,15.0
18,low,retirement,5,33249,55.0,30.0,15.0
27,low,preservation,6,28631,29.47,49.47,21.05
25,high,income,3,19963,73.43,21.6,4.97
22,medium,wealth,3,20394,85.0,10.0,5.0
23,low,income,3,25514,42.0,48.0,10.0
30,high,income,4,42441,63.16,31.58,5.26
25,low,preservation,6,34327,31.58,47.37,21.05
34,medium,wealth,4,29954,71.43,22.62,5.95
23,low,short_term,4,22747,30.0,47.78,22.22
22,high,income,5,23229,68.97,25.29,5.75
25,low,retirement,7,18345,50.0,35.0,15.0
23,low,preservation,5,19634,33.68,45.26,21.05
18,high,short_term,8,23310,75.0,15.0,10.0
25,low,wealth,9,33047,65.0,25.0,10.0
30,medium,income,5,9839,57.01,38.0,4.99
24,high,wealth,6,18436,82.67,9.73,7.6
22,medium,preservation,5,42257,58.0,27.0,15.0
24,high,wealth,5,26377,82.67,9.73,7.6
22,low,preservation,3,27157,34.74,44.21,21.05
20,high,retirement,7,20755,85.0,10.0,5.0
21,high,preservation,4,43614,74.07,19.75,6.17
25,low,income,6,21199,40.0,50.0,10.0
21,low,retirement,3,42136,54.0,31.0,15.0
33,low,income,4,19307,32.0,58.0,10.0
22,low,retirement,3,18077,53.0,32.0,15.0
22,medium,income,3,18929,64.61,30.4,4.99
22,low,income,4,30564,43.0,47.0,10.0
19,high,preservation,6,35929,75.0,18.75,6.25
28,high,wealth,3,46669,85.0,10.0,5.0
26,medium,retirement,4,32810,69.77,24.42,5.81
29,low,income,4,19684,36.0,54.0,10.0
19,low,preservation,3,12134,36.84,42.11,21.05
29,high,income,5,28280,63.83,30.85,5.32
24,high,retirement,3,18187,85.0,10.0,5.0
32,low,short_term,3,23488,20.0,57.78,22.22
25,medium,short_term,3,28325,50.0,30.0,20.0
22,low,income,4,27114,43.0,47.0,10.0
20,low,retirement,3,32141,55.0,30.0,15.0
18,high,preservation,5,30459,75.0,18.75,6.25
24,high,preservation,6,29035,71.43,22.62,5.95
22,low,retirement,4,32953,53.0,32.0,15.0
25,low,preservation,5,18642,31.58,47.37,21.05
27,low,income,4,17678,38.0,52.0,10.0
27,low,wealth,4,18376,61.86,27.84,10.31
21,medium,preservation,3,31942,59.0,26.0,15.0
30,high,preservation,6,21472,66.67,27.78,5.56
24,high,preservation,3,28475,76.0,19.0,5.0
24,low,preservation,5,38091,32.63,46.32,21.05
26,low,preservation,10,38683,30.53,48.42,21.05
29,high,wealth,4,15260,83.13,9.78,7.09
23,high,preservation,3,25625,77.0,18.0,5.0
28,high,income,3,19381,70.84,24.19,4.97
26,medium,income,3,50838,60.81,34.2,4.99
18,medium,income,3,17326,66.51,28.5,4.99
18,medium,preservation,6,20373,60.0,25.0,15.0
27,medium,income,6,19661,58.77,36.24,5.0
18,low,income,5,21845,45.0,45.0,10.0
18,low,preservation,3,41934,36.84,42.11,21.05
27,low,short_term,5,28145,25.56,52.22,22.22
24,low,wealth,3,24898,66.0,24.0,10.0
21,high,short_term,5,44578,69.77,18.6,11.63
28,high,wealth,6,35470,83.05,9.77,7.18
21,low,wealth,3,19896,69.0,21.0,10.0
28,high,wealth,3,30634,85.0,10.0,5.0
29,medium,income,7,31724,57.96,37.05,4.99
30,low,wealth,3,38252,60.0,30.0,10.0
18,high,wealth,4,18611,82.26,9.68,8.06
26,high,short_term,7,14820,69.0,21.0,10.0
26,medium,income,3,13113,60.81,34.2,4.99
25,medium,retirement,7,24100,75.0,20.0,5.0
30,low,retirement,7,9772,45.0,40.0,15.0
23,medium,income,7,20558,63.66,31.35,4.99
27,low,short_term,5,17936,25.56,52.22,22.22
22,medium,income,6,26152,61.86,32.99,5.15
30,high,wealth,3,23724,85.0,10.0,5.0
18,low,wealth,5,27855,66.67,22.22,11.11
28,low,retirement,4,20464,47.0,38.0,15.0
23,low,wealth,6,22606,64.52,24.73,10.75
23,high,preservation,4,18418,72.29,21.69,6.02
20,low,preservation,3,22574,36.84,42.11,21.05
22,low,preservation,3,29182,34.74,44.21,21.05
30,medium,wealth,3,30528,80.76,14.25,4.99
26,low,income,3,14935,39.0,51.0,10.0
23,high,short_term,6,44997,68.18,20.45,11.36
25,medium,preservation,4,29913,55.0,30.0,15.0
27,low,income,6,18534,38.0,52.0,10.0
25,medium,short_term,3,34884,50.0,30.0,20.0
18,high,preservation,5,28480,75.0,18.75,6.25
31,low,short_term,8,21368,21.11,56.67,22.22
20,high,short_term,6,13925,70.59,17.65,11.76
18,medium,wealth,4,23468,83.22,9.79,6.99
21,high,income,3,20086,76.89,18.14,4.97
24,low,income,3,25974,41.0,49.0,10.0
25,high,short_term,4,23781,66.67,22.22,11.11
33,low,preservation,3,27272,23.16,55.79,21.05
20,low,preservation,7,31321,36.84,42.11,21.05
18,high,short_term,5,38091,70.59,17.65,11.76
25,low,income,8,25158,40.0,50.0,10.0
29,low,short_term,7,47991,23.33,54.44,22.22
24,medium,preservation,3,35850,56.0,29.0,15.0
26,high,wealth,5,29841,82.87,9.75,7.39
19,low,wealth,5,14156,66.67,22.22,11.11
26,low,wealth,5,25559,62.5,27.08,10.42
32,medium,income,5,40908,55.11,39.9,4.99
25,low,retirement,3,42366,50.0,35.0,15.0
23,medium,preservation,3,34313,57.0,28.0,15.0
19,low,preservation,5,18092,36.84,42.11,21.05
26,high,wealth,5,25159,82.87,9.75,7.39
23,low,wealth,4,16860,64.52,24.73,10.75
21,medium,retirement,6,22846,74.07,19.75,6.17
24,high,retirement,3,24926,85.0,10.0,5.0
24,low,preservation,6,23265,32.63,46.32,21.05
29,low,income,4,20656,36.0,54.0,10.0
23,medium,income,5,17597,61.22,33.67,5.1
29,high,wealth,3,39884,85.0,10.0,5.0
26,medium,short_term,3,13968,49.0,31.0,20.0
26,medium,short_term,3,33305,49.0,31.0,20.0
25,low,preservation,5,27925,31.58,47.37,21.05
18,low,income,3,20486,45.0,45.0,10.0
23,low,income,7,36989,42.0,48.0,10.0
19,medium,income,3,25009,66.51,28.5,4.99
19,low,income,4,33665,45.0,45.0,10.0
23,high,wealth,10,29394,85.0,10.0,5.0
18,low,wealth,3,18850,70.0,20.0,10.0
21,low,preservation,9,42451,35.79,43.16,21.05
25,high,income,3,15673,73.43,21.6,4.97
23,medium,income,6,15966,61.22,33.67,5.1
24,medium,retirement,4,16316,71.43,22.62,5.95
30,low,wealth,7,19983,60.0,30.0,10.0
21,high,wealth,3,32963,85.0,10.0,5.0
24,medium,wealth,6,40675,81.08,12.16,6.76
26,high,income,4,24440,65.93,28.57,5.49
30,high,income,3,21996,69.11,25.92,4.97
25,high,retirement,3,30794,85.0,10.0,5.0
30,high,preservation,4,17663,66.67,27.78,5.56
22,medium,preservation,5,21829,58.0,27.0,15.0
18,low,short_term,3,37008,33.33,44.44,22.22
25,high,wealth,11,24825,85.0,10.0,5.0
29,medium,wealth,4,34603,75.95,17.72,6.33
25,medium,retirement,3,25879,75.0,20.0,5.0
29,low,short_term,3,27536,23.33,54.44,22.22
27,medium,income,5,16538,58.77,36.24,5.0
29,medium,wealth,6,30467,75.95,17.72,6.33
30,medium,preservation,6,27625,50.0,35.0,15.0
36,medium,income,4,41840,51.31,43.71,4.99
34,medium,wealth,3,27412,76.96,18.05,4.99
22,medium,retirement,6,19780,73.17,20.73,6.1
26,medium,retirement,4,33720,69.77,24.42,5.81
30,medium,wealth,3,26957,80.76,14.25,4.99
23,medium,wealth,3,30094,85.0,10.0,5.0
20,high,income,3,18014,77.75,17.28,4.97
23,low,wealth,3,31471,67.0,23.0,10.0
24,medium,wealth,6,28016,81.08,12.16,6.76
26,high,wealth,9,26444,85.0,10.0,5.0
22,high,short_term,6,29769,68.97,19.54,11.49
26,low,short_term,5,25188,26.67,51.11,22.22
25,medium,wealth,3,27096,85.0,10.0,5.0
19,medium,income,11,22453,66.51,28.5,4.99
23,medium,short_term,3,19233,52.0,28.0,20.0
27,medium,income,5,19708,58.77,36.24,5.0
22,low,retirement,3,12780,53.0,32.0,15.0
25,medium,short_term,4,35613,50.0,30.0,20.0
27,low,wealth,4,19663,61.86,27.84,10.31
30,medium,preservation,4,18772,50.0,35.0,15.0
23,low,preservation,4,16534,33.68,45.26,21.05
22,high,short_term,5,36231,68.97,19.54,11.49
28,high,preservation,3,16459,72.0,23.0,5.0
25,medium,preservation,5,14011,55.0,30.0,15.0
28,low,preservation,4,39120,28.42,50.53,21.05
29,high,income,4,34364,63.83,30.85,5.32
29,high,retirement,4,26912,75.95,17.72,6.33
24,high,income,5,21639,67.42,26.97,5.62
30,high,income,6,19871,63.16,31.58,5.26
19,high,preservation,10,31555,80.0,15.0,5.0
33,low,short_term,5,34707,18.89,58.89,22.22
26,high,short_term,4,42071,65.93,23.08,10.99
24,medium,income,8,24005,62.71,32.3,4.99
21,high,wealth,3,24561,85.0,10.0,5.0
31,low,short_term,5,22778,21.11,56.67,22.22
22,high,short_term,3,24493,73.0,17.0,10.0
25,low,retirement,6,23966,50.0,35.0,15.0
28,medium,wealth,4,20020,76.92,16.67,6.41
23,low,short_term,6,28719,30.0,47.78,22.22
22,medium,preservation,3,20923,58.0,27.0,15.0
22,high,preservation,7,26822,78.0,17.0,5.0
26,medium,preservation,5,39993,54.0,31.0,15.0
27,high,short_term,7,26774,68.0,22.0,10.0
19,high,short_term,7,24358,75.0,15.0,10.0
20,low,wealth,3,40470,70.0,20.0,10.0
25,high,wealth,4,17580,82.77,9.74,7.49
21,medium,retirement,3,18618,79.0,16.0,5.0
26,medium,retirement,4,18081,69.77,24.42,5.81
24,medium,short_term,4,28735,51.0,29.0,20.0
26,high,short_term,8,32808,69.0,21.0,10.0
30,low,preservation,7,30100,26.32,52.63,21.05
33,medium,short_term,4,30564,42.0,38.0,20.0
28,low,retirement,5,16513,47.0,38.0,15.0
23,medium,preservation,9,46335,57.0,28.0,15.0
28,medium,income,3,27687,58.91,36.1,4.99
33,low,wealth,5,18431,57.0,33.0,10.0
31,high,retirement,5,19513,74.07,19.75,6.17
23,high,short_term,6,19545,68.18,20.45,11.36
25,low,retirement,10,13070,50.0,35.0,15.0
20,high,short_term,3,28694,75.0,15.0,10.0
28,high,income,7,35154,70.84,24.19,4.97
22,low,short_term,6,19512,31.11,46.67,22.22
25,low,retirement,8,17894,50.0,35.0,15.0
28,medium,preservation,6,36093,52.0,33.0,15.0
26,medium,income,3,37675,60.81,34.2,4.99
25,low,retirement,5,36459,50.0,35.0,15.0
28,high,wealth,7,14432,85.0,10.0,5.0
24,high,income,4,13275,67.42,26.97,5.62
30,medium,income,4,38634,57.01,38.0,4.99
25,medium,income,9,13063,61.76,33.25,4.99
22,medium,preservation,4,25233,58.0,27.0,15.0
23,low,wealth,3,36645,67.0,23.0,10.0
21,low,wealth,3,23235,69.0,21.0,10.0
19,low,income,5,18320,45.0,45.0,10.0
23,low,wealth,9,26671,67.0,23.0,10.0
21,low,short_term,5,16818,32.22,45.56,22.22
30,medium,wealth,7,30117,80.76,14.25,4.99
19,low,short_term,5,16956,33.33,44.44,22.22
22,medium,income,6,30012,61.86,32.99,5.15
25,low,retirement,5,17643,50.0,35.0,15.0
19,low,preservation,3,19844,36.84,42.11,21.05
29,high,retirement,4,31354,75.95,17.72,6.33
22,high,preservation,4,24322,73.17,20.73,6.1
27,low,retirement,4,13784,48.0,37.0,15.0
29,low,income,5,30677,36.0,54.0,10.0
26,low,wealth,4,22057,62.5,27.08,10.42
23,high,income,6,27537,68.18,26.14,5.68
24,low,preservation,7,25559,32.63,46.32,21.05
23,medium,short_term,3,15777,52.0,28.0,20.0
18,low,preservation,6,11526,36.84,42.11,21.05
27,high,preservation,7,30629,73.0,22.0,5.0
26,high,preservation,4,28249,69.77,24.42,5.81
26,high,short_term,6,16109,65.93,23.08,10.99
21,high,preservation,5,32017,74.07,19.75,6.17
27,high,short_term,3,28859,68.0,22.0,10.0
20,medium,wealth,6,24693,83.22,9.79,6.99
18,high,preservation,6,41016,75.0,18.75,6.25
22,high,retirement,4,24976,83.1,9.97,6.93
24,low,preservation,5,38722,32.63,46.32,21.05
22,low,wealth,5,17061,65.22,23.91,10.87
25,low,preservation,6,30693,31.58,47.37,21.05
27,low,preservation,6,34755,29.47,49.47,21.05
26,medium,income,7,13647,60.81,34.2,4.99
21,high,income,4,52422,69.77,24.42,5.81
23,medium,retirement,4,16721,72.29,21.69,6.02
31,high,wealth,3,21136,85.0,10.0,5.0
19,high,short_term,3,18374,75.0,15.0,10.0
23,low,wealth,6,25209,64.52,24.73,10.75
26,medium,short_term,3,35298,49.0,31.0,20.0
28,high,preservation,6,22625,68.18,26.14,5.68
22,low,preservation,4,21744,34.74,44.21,21.05
31,high,wealth,5,48680,83.22,9.85,6.93
27,medium,wealth,4,28109,77.92,15.58,6.49
32,low,preservation,3,26106,24.21,54.74,21.05
24,low,short_term,4,12314,28.89,48.89,22.22
24,medium,short_term,3,27674,51.0,29.0,20.0
31,medium,retirement,6,25447,65.93,28.57,5.49
28,medium,short_term,5,24954,47.0,33.0,20.0
31,low,preservation,3,12639,25.26,53.68,21.05
26,low,wealth,4,23230,62.5,27.08,10.42
25,medium,short_term,4,19177,50.0,30.0,20.0
25,high,preservation,5,26863,70.59,23.53,5.88
27,low,wealth,3,12922,63.0,27.0,10.0
24,low,wealth,8,37799,66.0,24.0,10.0
26,medium,retirement,4,34916,69.77,24.42,5.81
26,high,income,3,28265,72.57,22.46,4.97
29,low,income,3,26551,36.0,54.0,10.0
24,high,short_term,6,23583,67.42,21.35,11.24
21,high,retirement,3,22572,85.0,10.0,5.0
25,medium,preservation,7,20365,55.0,30.0,15.0
22,low,wealth,7,33010,68.0,22.0,10.0
24,low,preservation,6,31130,32.63,46.32,21.05
18,high,income,3,31764,77.75,17.28,4.97
24,medium,wealth,4,16111,81.08,12.16,6.76
26,medium,short_term,7,23066,49.0,31.0,20.0
25,low,retirement,5,19716,50.0,35.0,15.0
25,medium,preservation,3,22346,55.0,30.0,15.0
23,high,wealth,3,29719,85.0,10.0,5.0
27,medium,short_term,4,13399,48.0,32.0,20.0
32,high,income,4,15477,61.86,32.99,5.15
25,medium,short_term,3,50701,50.0,30.0,20.0
26,high,wealth,6,18293,82.87,9.75,7.39
29,high,wealth,8,27368,85.0,10.0,5.0
25,low,preservation,9,14981,31.58,47.37,21.05
30,medium,preservation,5,29313,50.0,35.0,15.0
24,low,preservation,9,39267,32.63,46.32,21.05
22,high,short_term,5,32629,68.97,19.54,11.49
23,medium,preservation,4,27077,57.0,28.0,15.0
29,high,short_term,6,25071,63.83,25.53,10.64
25,low,retirement,6,27351,50.0,35.0,15.0
24,high,short_term,7,18551,71.0,19.0,10.0
25,low,wealth,5,26184,63.16,26.32,10.53
25,low,retirement,5,42181,50.0,35.0,15.0
24,low,preservation,5,34309,32.63,46.32,21.05
25,high,short_term,7,38720,70.0,20.0,10.0
23,high,preservation,5,24472,72.29,21.69,6.02
22,low,preservation,5,22746,34.74,44.21,21.05
20,medium,wealth,3,17535,85.0,10.0,5.0
28,high,retirement,6,16435,76.92,16.67,6.41
21,high,income,5,12658,69.77,24.42,5.81
27,low,income,7,14764,38.0,52.0,10.0
22,low,short_term,6,18672,31.11,46.67,22.22
24,medium,wealth,5,15294,81.08,12.16,6.76
28,low,retirement,7,16762,47.0,38.0,15.0
22,low,short_term,6,16203,31.11,46.67,22.22
28,low,wealth,3,17590,62.0,28.0,10.0
18,low,retirement,3,18100,55.0,30.0,15.0
18,low,wealth,4,19401,66.67,22.22,11.11
22,medium,short_term,8,22139,53.0,27.0,20.0
23,medium,short_term,3,19579,52.0,28.0,20.0
24,medium,preservation,7,17086,56.0,29.0,15.0
22,high,retirement,3,14667,85.0,10.0,5.0
21,high,wealth,5,31641,82.37,9.69,7.94
27,low,income,6,62991,38.0,52.0,10.0
24,high,short_term,5,24499,67.42,21.35,11.24
20,low,short_term,7,27208,33.33,44.44,22.22
18,high,retirement,3,21118,85.0,10.0,5.0
28,high,income,3,14519,70.84,24.19,4.97
24,medium,short_term,8,13656,51.0,29.0,20.0
18,medium,preservation,3,28637,60.0,25.0,15.0
26,high,preservation,7,28563,74.0,21.0,5.0
26,medium,retirement,4,51112,69.77,24.42,5.81
31,medium,wealth,4,15424,74.07,19.75,6.17
29,high,income,4,27295,63.83,30.85,5.32
22,medium,retirement,5,13842,73.17,20.73,6.1
22,medium,preservation,4,33299,58.0,27.0,15.0
28,medium,wealth,5,32488,76.92,16.67,6.41
26,low,wealth,8,16239,64.0,26.0,10.0
24,medium,wealth,5,27398,81.08,12.16,6.76
27,medium,retirement,5,23452,68.97,25.29,5.75
21,low,wealth,3,34686,69.0,21.0,10.0
24,high,income,3,25819,74.3,20.73,4.97
18,medium,income,6,17786,63.16,31.58,5.26
34,low,short_term,5,16456,17.78,60.0,22.22
18,low,preservation,7,27329,36.84,42.11,21.05
29,low,retirement,3,29071,46.0,39.0,15.0
18,high,income,6,19771,70.59,23.53,5.88
23,low,short_term,3,31809,30.0,47.78,22.22
21,low,preservation,4,24257,35.79,43.16,21.05
19,high,income,3,24577,77.75,17.28,4.97
19,medium,wealth,7,17508,85.0,10.0,5.0
27,medium,retirement,6,18616,68.97,25.29,5.75
30,medium,preservation,3,49226,50.0,35.0,15.0
21,medium,short_term,5,21488,54.0,26.0,20.0
30,medium,wealth,5,20366,75.0,18.75,6.25
25,medium,income,3,11767,61.76,33.25,4.99
21,high,retirement,4,34080,83.22,9.85,6.93
31,low,short_term,3,20880,21.11,56.67,22.22
29,medium,retirement,7,34840,71.0,24.0,5.0
23,low,preservation,5,27923,33.68,45.26,21.05
27,medium,retirement,3,18096,73.0,22.0,5.0
27,medium,preservation,5,14034,53.0,32.0,15.0
26,high,retirement,4,18769,78.95,14.47,6.58
24,low,retirement,4,27935,51.0,34.0,15.0
29,medium,income,7,23279,57.96,37.05,4.99
25,low,preservation,7,46928,31.58,47.37,21.05
20,low,short_term,3,30378,33.33,44.44,22.22
23,low,wealth,4,29218,64.52,24.73,10.75
29,high,wealth,8,27656,85.0,10.0,5.0
25,low,retirement,5,25531,50.0,35.0,15.0
23,low,preservation,5,18036,33.68,45.26,21.05
18,low,retirement,8,32328,55.0,30.0,15.0
24,medium,retirement,7,20486,76.0,19.0,5.0
26,low,income,5,20765,39.0,51.0,10.0
29,low,income,7,57539,36.0,54.0,10.0
18,low,short_term,4,24443,33.33,44.44,22.22
21,low,retirement,5,16900,54.0,31.0,15.0
19,medium,short_term,5,30529,55.0,25.0,20.0
24,medium,short_term,4,29238,51.0,29.0,20.0
26,low,retirement,6,34870,49.0,36.0,15.0
20,low,retirement,6,20225,55.0,30.0,15.0
18,medium,income,6,33662,63.16,31.58,5.26
18,medium,wealth,5,27771,83.22,9.79,6.99
28,high,income,4,18288,64.52,30.11,5.38
21,medium,retirement,7,33809,79.0,16.0,5.0
30,medium,retirement,6,26581,66.67,27.78,5.56
21,low,preservation,7,17816,35.79,43.16,21.05
26,medium,wealth,3,21937,84.56,10.45,4.99
29,medium,short_term,3,32024,46.0,34.0,20.0
23,high,retirement,4,18266,82.19,10.96,6.85
25,low,preservation,3,24198,31.58,47.37,21.05
20,high,retirement,3,49312,85.0,10.0,5.0
25,low,income,4,25184,40.0,50.0,10.0
25,medium,short_term,7,22682,50.0,30.0,20.0
23,high,income,6,21506,68.18,26.14,5.68
31,high,short_term,7,21631,64.0,26.0,10.0
25,low,wealth,3,17566,65.0,25.0,10.0
23,high,wealth,4,9152,82.58,9.71,7.71
21,high,wealth,5,29333,82.37,9.69,7.94
28,high,short_term,4,22773,64.52,24.73,10.75
18,high,retirement,9,22507,85.0,10.0,5.0
25,medium,preservation,6,38390,55.0,30.0,15.0
26,medium,retirement,8,38029,74.0,21.0,5.0
25,high,wealth,3,33060,85.0,10.0,5.0
20,low,wealth,3,33468,70.0,20.0,10.0
28,medium,short_term,3,31049,47.0,33.0,20.0
18,medium,income,3,20658,66.51,28.5,4.99
20,high,retirement,3,32250,85.0,10.0,5.0
18,high,short_term,5,30352,70.59,17.65,11.76
21,high,income,4,48766,69.77,24.42,5.81
26,high,short_term,3,41221,69.0,21.0,10.0
28,low,retirement,3,18342,47.0,38.0,15.0
24,low,wealth,5,29233,63.83,25.53,10.64
22,low,preservation,3,11174,34.74,44.21,21.05
27,high,preservation,4,29648,68.97,25.29,5.75
32,medium,wealth,6,30762,73.17,20.73,6.1
22,high,retirement,4,21531,83.1,9.97,6.93
20,low,retirement,4,23562,55.0,30.0,15.0
24,medium,preservation,4,21715,56.0,29.0,15.0
24,medium,preservation,4,30038,56.0,29.0,15.0
27,low,income,8,20702,38.0,52.0,10.0
27,medium,wealth,8,17782,83.61,11.4,4.99
25,high,retirement,5,14645,80.0,13.33,6.67
23,low,preservation,3,18032,33.68,45.26,21.05
34,high,retirement,4,19117,71.43,22.62,5.95
32,medium,income,3,24184,55.11,39.9,4.99
24,low,short_term,5,29459,28.89,48.89,22.22
19,medium,short_term,4,57377,55.0,25.0,20.0
22,low,wealth,8,44327,68.0,22.0,10.0
25,low,retirement,4,29802,50.0,35.0,15.0
21,high,wealth,3,44688,85.0,10.0,5.0
23,medium,income,4,22476,61.22,33.67,5.1
21,low,wealth,5,27314,65.93,23.08,10.99
18,medium,preservation,6,27047,60.0,25.0,15.0
26,low,income,7,15698,39.0,51.0,10.0
25,low,short_term,7,21573,27.78,50.0,22.22
24,high,retirement,3,50541,85.0,10.0,5.0
31,high,income,6,34082,62.5,32.29,5.21
25,low,short_term,4,18102,27.78,50.0,22.22
25,medium,retirement,5,32787,70.59,23.53,5.88
23,medium,income,3,15220,63.66,31.35,4.99
21,low,wealth,3,28731,69.0,21.0,10.0
33,low,short_term,7,20598,18.89,58.89,22.22
22,low,short_term,3,19837,31.11,46.67,22.22
22,high,preservation,3,16923,78.0,17.0,5.0
27,medium,preservation,3,27406,53.0,32.0,15.0
23,low,preservation,3,33292,33.68,45.26,21.05
30,high,short_term,3,22250,65.0,25.0,10.0
24,low,retirement,6,25626,51.0,34.0,15.0
25,low,wealth,8,18661,65.0,25.0,10.0
19,low,wealth,7,16494,70.0,20.0,10.0
31,high,short_term,4,18854,62.5,27.08,10.42
25,low,preservation,4,58808,31.58,47.37,21.05
24,low,wealth,6,18518,63.83,25.53,10.64
24,medium,wealth,7,25804,85.0,10.0,5.0
27,low,income,3,20620,38.0,52.0,10.0
25,medium,retirement,6,25314,70.59,23.53,5.88
28,high,preservation,5,20582,68.18,26.14,5.68
33,medium,preservation,3,22182,47.0,38.0,15.0
26,low,preservation,3,31875,30.53,48.42,21.05
24,medium,wealth,3,25122,85.0,10.0,5.0
26,high,preservation,3,19068,74.0,21.0,5.0
30,medium,short_term,3,20250,45.0,35.0,20.0
20,high,preservation,3,25151,80.0,15.0,5.0
27,high,income,6,32702,65.22,29.35,5.43
25,high,preservation,5,23368,70.59,23.53,5.88
27,high,preservation,5,25078,68.97,25.29,5.75
22,high,preservation,6,40538,73.17,20.73,6.1
21,high,retirement,7,22851,85.0,10.0,5.0
28,high,preservation,5,32195,68.18,26.14,5.68
28,medium,short_term,3,19994,47.0,33.0,20.0
25,low,preservation,5,38850,31.58,47.37,21.05
18,low,short_term,5,18265,33.33,44.44,22.22
33,medium,retirement,6,23715,64.52,30.11,5.38
18,medium,income,3,23667,66.51,28.5,4.99
24,medium,short_term,8,17928,51.0,29.0,20.0
28,low,retirement,7,14731,47.0,38.0,15.0
23,high,wealth,3,22583,85.0,10.0,5.0
26,medium,retirement,7,29766,74.0,21.0,5.0
22,low,wealth,7,24252,68.0,22.0,10.0
36,medium,wealth,3,42367,75.06,19.95,4.99
21,medium,retirement,3,23421,79.0,16.0,5.0
23,medium,wealth,3,33570,85.0,10.0,5.0
28,high,wealth,6,23276,83.05,9.77,7.18
25,medium,short_term,6,16272,50.0,30.0,20.0
28,medium,income,5,29435,58.17,36.84,4.99
30,medium,preservation,5,23047,50.0,35.0,15.0
33,medium,short_term,4,15139,42.0,38.0,20.0
28,low,income,4,33802,37.0,53.0,10.0
22,low,retirement,6,55132,53.0,32.0,15.0
30,medium,retirement,5,27650,66.67,27.78,5.56
23,high,preservation,3,21313,77.0,18.0,5.0
28,high,wealth,4,27979,83.05,9.77,7.18
23,high,wealth,4,17439,82.58,9.71,7.71
34,low,retirement,3,24431,41.0,44.0,15.0
19,high,short_term,4,18543,70.59,17.65,11.76
23,high,wealth,4,22203,82.58,9.71,7.71
20,high,short_term,3,43109,75.0,15.0,10.0
23,high,preservation,6,32456,72.29,21.69,6.02
28,medium,income,4,23178,58.17,36.84,4.99
18,low,income,5,22812,45.0,45.0,10.0
18,medium,preservation,6,20807,60.0,25.0,15.0
29,low,preservation,6,42940,27.37,51.58,21.05
21,medium,short_term,3,43368,54.0,26.0,20.0
25,low,retirement,8,26222,50.0,35.0,15.0
25,high,retirement,9,27552,85.0,10.0,5.0
22,medium,preservation,3,19085,58.0,27.0,15.0
24,medium,retirement,5,30044,71.43,22.62,5.95
30,high,income,4,12331,63.16,31.58,5.26
31,low,income,3,18118,34.0,56.0,10.0
27,high,short_term,6,20966,65.22,23.91,10.87
24,low,short_term,3,29750,28.89,48.89,22.22
27,low,income,5,27982,38.0,52.0,10.0
20,medium,short_term,4,18151,55.0,25.0,20.0
22,high,income,6,24085,68.97,25.29,5.75
24,medium,retirement,4,27336,71.43,22.62,5.95
23,high,wealth,4,22012,82.58,9.71,7.71
33,medium,short_term,7,32474,42.0,38.0,20.0
20,medium,preservation,3,17033,60.0,25.0,15.0
25,high,income,3,17538,73.43,21.6,4.97
24,high,wealth,3,17928,85.0,10.0,5.0
25,high,preservation,5,38967,70.59,23.53,5.88
22,medium,short_term,3,17418,53.0,27.0,20.0
27,medium,wealth,7,51987,83.61,11.4,4.99
25,low,retirement,7,27941,50.0,35.0,15.0
20,high,short_term,4,24618,70.59,17.65,11.76
24,low,income,6,56780,41.0,49.0,10.0
34,high,income,6,20697,60.61,34.34,5.05
22,high,preservation,5,31538,73.17,20.73,6.1
27,low,preservation,5,40419,29.47,49.47,21.05
24,low,preservation,7,20080,32.63,46.32,21.05
27,high,wealth,4,23300,82.96,9.76,7.28
30,low,wealth,3,37150,60.0,30.0,10.0
27,low,wealth,8,10823,63.0,27.0,10.0
24,high,retirement,4,26990,81.08,12.16,6.76
25,low,preservation,4,25338,31.58,47.37,21.05
27,high,short_term,9,64390,68.0,22.0,10.0
24,medium,preservation,3,20055,56.0,29.0,15.0
30,low,short_term,3,25188,22.22,55.56,22.22
28,low,income,3,13658,37.0,53.0,10.0
31,low,preservation,4,22449,25.26,53.68,21.05
27,low,wealth,3,21997,63.0,27.0,10.0
22,medium,short_term,7,18223,53.0,27.0,20.0
21,low,preservation,3,22969,35.79,43.16,21.05
25,low,retirement,4,19759,50.0,35.0,15.0
21,high,wealth,8,38996,85.0,10.0,5.0
30,low,income,4,28894,35.0,55.0,10.0
18,low,income,3,23167,45.0,45.0,10.0
24,low,short_term,6,23161,28.89,48.89,22.22
24,low,retirement,6,23961,51.0,34.0,15.0
29,low,short_term,3,20706,23.33,54.44,22.22
29,low,income,6,38495,36.0,54.0,10.0
30,high,short_term,5,15571,63.16,26.32,10.53
23,medium,short_term,3,23310,52.0,28.0,20.0
18,medium,income,4,20533,63.16,31.58,5.26
29,medium,short_term,3,31555,46.0,34.0,20.0
